trade_id,zone_id,entry_odds,bet_size,pnl,outcome,capital_before,capital_after,entry_time,resolution_time
629,A7,0.29,2.0,-2.0,LOSS,35.058229982322445,33.058229982322445,2026-04-28 00:28:16.911264+00:00,2026-04-28 00:30:00.011640+00:00
641,A8,0.62,7.0,3.9380645161290335,WIN,33.058229982322445,36.996294498451476,2026-04-28 00:36:07.974734+00:00,2026-04-28 00:40:00.012980+00:00
649,A8,0.6,8.0,4.92,WIN,36.996294498451476,41.91629449845148,2026-04-28 00:41:08.616700+00:00,2026-04-28 00:45:00.022191+00:00
664,A8,0.55,9.0,6.864545454545453,WIN,41.91629449845148,48.78083995299693,2026-04-28 00:46:19.333503+00:00,2026-04-28 00:50:00.018108+00:00
665,A8,0.65,9.0,4.409999999999998,WIN,48.78083995299693,53.190839952996924,2026-04-28 00:46:29.359638+00:00,2026-04-28 00:50:00.013418+00:00
666,A8,0.55,7.0,5.33909090909091,WIN,53.190839952996924,58.52993086208784,2026-04-28 00:46:39.476803+00:00,2026-04-28 00:50:00.015682+00:00
676,A1,0.19,5.0,-5.0,LOSS,58.52993086208784,53.52993086208784,2026-04-28 00:51:30.367917+00:00,2026-04-28 00:55:00.011431+00:00
677,A1,0.18,5.0,-5.0,LOSS,53.52993086208784,48.52993086208784,2026-04-28 00:51:50.412380+00:00,2026-04-28 00:55:00.014695+00:00
680,A7,0.38,4.0,6.223157894736843,WIN,48.52993086208784,54.75308875682468,2026-04-28 00:58:11.193344+00:00,2026-04-28 01:00:00.010495+00:00
683,A8,0.62,12.0,6.7509677419354865,WIN,54.75308875682468,61.504056498760164,2026-04-28 01:01:31.489423+00:00,2026-04-28 01:05:00.016195+00:00
687,A7,0.33,5.0,-5.0,LOSS,61.504056498760164,56.504056498760164,2026-04-28 01:07:52.240516+00:00,2026-04-28 01:10:00.013752+00:00
689,A7,0.35,4.0,-4.0,LOSS,56.504056498760164,52.504056498760164,2026-04-28 01:13:12.868974+00:00,2026-04-28 01:15:00.012089+00:00
692,A4,0.61,13.0,7.648688524590167,WIN,52.504056498760164,60.152745023350334,2026-04-28 01:17:33.339841+00:00,2026-04-28 01:20:00.013951+00:00
698,A7,0.39,5.0,-5.0,LOSS,60.152745023350334,55.152745023350334,2026-04-28 01:22:43.966283+00:00,2026-04-28 01:25:00.014703999+00:00
700,A4,0.58,13.0,8.723448275862069,WIN,55.152745023350334,63.8761932992124,2026-04-28 01:27:04.469015+00:00,2026-04-28 01:30:00.014604+00:00
701,A4,0.62,13.0,7.313548387096777,WIN,63.8761932992124,71.18974168630918,2026-04-28 01:27:24.547109+00:00,2026-04-28 01:30:00.011774+00:00
704,A4,0.61,7.0,4.1185245901639345,WIN,71.18974168630918,75.3082662764731,2026-04-28 01:28:14.659650+00:00,2026-04-28 01:30:00.012700+00:00
706,A8,0.59,16.0,10.280677966101695,WIN,75.3082662764731,85.5889442425748,2026-04-28 01:31:24.928626+00:00,2026-04-28 01:35:00.015320+00:00
712,A6,0.77,21.0,5.380909090909089,WIN,85.5889442425748,90.96985333348388,2026-04-28 13:31:52.820524+00:00,2026-04-28 13:35:00.010013+00:00
714,A4,0.55,21.0,-21.0,LOSS,90.96985333348388,69.96985333348388,2026-04-28 13:33:12.991682+00:00,2026-04-28 13:35:00.010482+00:00
715,A4,0.58,9.0,-9.0,LOSS,69.96985333348388,60.96985333348388,2026-04-28 13:33:23.014362+00:00,2026-04-28 13:35:00.011830+00:00
717,A8,0.66,13.0,6.074545454545454,WIN,60.96985333348388,67.04439878802934,2026-04-28 13:46:04.116276+00:00,2026-04-28 13:50:00.010885+00:00
725,A6,0.87,16.0,1.771034482758619,WIN,67.04439878802934,68.81543327078796,2026-04-28 14:16:26.912018+00:00,2026-04-28 14:20:00.012255+00:00
731,A8,0.66,15.0,7.009090909090908,WIN,68.81543327078796,75.82452417987886,2026-04-28 14:36:18.793005+00:00,2026-04-28 14:40:00.012619+00:00
732,A8,0.66,15.0,7.009090909090908,WIN,75.82452417987886,82.83361508896976,2026-04-28 14:36:28.816879+00:00,2026-04-28 14:40:00.011942+00:00
738,A3,0.35,8.0,-8.0,LOSS,82.83361508896976,74.83361508896976,2026-04-28 14:41:59.458061+00:00,2026-04-28 14:45:00.009770+00:00
745,A8,0.65,16.0,-16.0,LOSS,74.83361508896976,58.833615088969765,2026-04-28 14:51:30.336364+00:00,2026-04-28 14:55:00.009756+00:00
753,A7,0.34,5.0,9.288235294117646,WIN,58.833615088969765,68.1218503830874,2026-04-28 15:13:12.475974+00:00,2026-04-28 15:15:00.010496+00:00
754,A7,0.33,5.0,-5.0,LOSS,68.1218503830874,63.121850383087406,2026-04-28 15:18:12.960418+00:00,2026-04-28 15:20:00.010038+00:00
755,A3,0.36,6.0,-6.0,LOSS,63.121850383087406,57.121850383087406,2026-04-28 15:21:33.227160+00:00,2026-04-28 15:25:00.011087+00:00
763,A3,0.31,5.0,10.675806451612907,WIN,57.121850383087406,67.79765683470032,2026-04-28 15:36:14.622441+00:00,2026-04-28 15:40:00.009720+00:00
765,A3,0.3,7.0,15.68,WIN,67.79765683470032,83.47765683470033,2026-04-28 15:41:15.084187+00:00,2026-04-28 15:45:00.009302+00:00
766,A7,0.36,5.0,-5.0,LOSS,83.47765683470033,78.47765683470033,2026-04-28 15:42:15.213441+00:00,2026-04-28 15:45:00.009529+00:00
767,A8,0.61,17.0,-17.0,LOSS,78.47765683470033,61.477656834700326,2026-04-28 15:46:05.504947+00:00,2026-04-28 15:50:00.010431+00:00
775,A1,0.22,5.0,17.109090909090913,WIN,61.477656834700326,78.58674774379124,2026-04-28 16:21:32.786085+00:00,2026-04-28 16:25:00.009614+00:00
792,A5,0.6,19.0,11.684999999999999,WIN,78.58674774379124,90.27174774379124,2026-04-28 17:07:47.193112+00:00,2026-04-28 17:10:00.010341+00:00
796,A3,0.31,9.0,-9.0,LOSS,90.27174774379124,81.27174774379124,2026-04-28 17:21:48.490255+00:00,2026-04-28 17:25:00.009867+00:00
797,A1,0.21,8.0,-8.0,LOSS,81.27174774379124,73.27174774379124,2026-04-28 17:21:58.511363+00:00,2026-04-28 17:25:00.009993+00:00
801,A8,0.64,16.0,8.215,WIN,73.27174774379124,81.48674774379124,2026-04-28 17:31:49.472182+00:00,2026-04-28 17:35:00.009697+00:00
804,A8,0.61,18.0,10.590491803278692,WIN,81.48674774379124,92.07723954706994,2026-04-28 17:36:29.926575+00:00,2026-04-28 17:40:00.013128+00:00
808,A3,0.28,9.0,-9.0,LOSS,92.07723954706994,83.07723954706994,2026-04-28 17:41:50.473520+00:00,2026-04-28 17:45:00.009428+00:00
812,A7,0.37,7.0,-7.0,LOSS,83.07723954706994,76.07723954706994,2026-04-28 17:52:11.558406+00:00,2026-04-28 17:55:00.012729+00:00
813,A7,0.38,7.0,-7.0,LOSS,76.07723954706994,69.07723954706994,2026-04-28 17:52:41.627251+00:00,2026-04-28 17:55:00.009558+00:00
816,A3,0.35,7.0,-7.0,LOSS,69.07723954706994,62.07723954706994,2026-04-28 18:01:52.474666+00:00,2026-04-28 18:05:00.009987+00:00
823,A2,0.19,7.0,-7.0,LOSS,62.07723954706994,55.07723954706994,2026-04-28 18:12:03.516714+00:00,2026-04-28 18:15:00.010420+00:00
824,A2,0.19,7.0,-7.0,LOSS,55.07723954706994,48.07723954706994,2026-04-28 18:12:13.537380+00:00,2026-04-28 18:15:00.010318+00:00
833,A2,0.21,5.0,-5.0,LOSS,48.07723954706994,43.07723954706994,2026-04-28 18:32:27.128893+00:00,2026-04-28 18:35:00.014062+00:00
835,A7,0.36,3.0,-3.0,LOSS,43.07723954706994,40.07723954706994,2026-04-28 18:42:09.192622+00:00,2026-04-28 18:45:00.009713+00:00
850,A7,0.31,3.0,-3.0,LOSS,40.07723954706994,37.07723954706994,2026-04-28 19:07:51.751322+00:00,2026-04-28 19:10:00.010150999+00:00
867,A1,0.19,3.0,-3.0,LOSS,37.07723954706994,34.07723954706994,2026-04-28 19:26:03.609512+00:00,2026-04-28 19:30:00.009791+00:00
870,A7,0.38,2.0,3.1115789473684217,WIN,34.07723954706994,37.18881849443836,2026-04-28 19:42:15.077542+00:00,2026-04-28 19:45:00.009919+00:00
872,A8,0.69,8.0,-8.0,LOSS,37.18881849443836,29.188818494438358,2026-04-28 19:46:15.386542+00:00,2026-04-28 19:50:00.009215+00:00
900,A7,0.33,2.0,3.8890909090909096,WIN,29.188818494438358,33.07790940352927,2026-04-28 20:13:07.837487+00:00,2026-04-28 20:15:00.009214+00:00
904,A2,0.22,4.0,-4.0,LOSS,33.07790940352927,29.07790940352927,2026-04-28 20:22:38.666342+00:00,2026-04-28 20:25:00.009656+00:00
905,A4,0.59,7.0,-7.0,LOSS,29.07790940352927,22.07790940352927,2026-04-28 20:27:19.042288+00:00,2026-04-28 20:30:00.009277+00:00
909,A2,0.23,2.0,-2.0,LOSS,22.07790940352927,20.07790940352927,2026-04-28 20:47:50.955834+00:00,2026-04-28 20:50:00.008893999+00:00
918,A7,0.37,1.0,-1.0,LOSS,20.07790940352927,19.07790940352927,2026-04-28 21:07:02.749190+00:00,2026-04-28 21:10:00.009356+00:00
926,A2,0.24,2.0,-2.0,LOSS,19.07790940352927,17.07790940352927,2026-04-28 21:27:04.655651+00:00,2026-04-28 21:30:00.008732+00:00
927,A2,0.15,2.0,-2.0,LOSS,17.07790940352927,15.077909403529269,2026-04-28 21:27:24.702233+00:00,2026-04-28 21:30:00.009152+00:00
933,A1,0.15,1.0,5.49,WIN,15.077909403529269,20.56790940352927,2026-04-28 21:41:15.882828+00:00,2026-04-28 21:45:00.009149+00:00
966,A7,0.37,1.0,1.6251351351351353,WIN,20.56790940352927,22.193044538664406,2026-04-28 22:47:02.151014+00:00,2026-04-28 22:50:00.009766+00:00
983,A1,0.19,2.0,-2.0,LOSS,22.193044538664406,20.193044538664406,2026-04-28 23:11:44.509653+00:00,2026-04-28 23:15:00.009860+00:00
984,A1,0.21,2.0,-2.0,LOSS,20.193044538664406,18.193044538664406,2026-04-28 23:11:54.528706+00:00,2026-04-28 23:15:00.008793+00:00
985,A3,0.28,1.0,2.472142857142857,WIN,18.193044538664406,20.665187395807262,2026-04-28 23:31:16.266598+00:00,2026-04-28 23:35:00.010522+00:00
986,A3,0.27,1.0,2.601111111111111,WIN,20.665187395807262,23.266298506918375,2026-04-28 23:31:26.290056+00:00,2026-04-28 23:35:00.009546+00:00
987,A1,0.23,1.0,3.2291304347826086,WIN,23.266298506918375,26.495428941700983,2026-04-28 23:31:36.317270+00:00,2026-04-28 23:35:00.010069+00:00
999,A1,0.23,2.0,-2.0,LOSS,26.495428941700983,24.495428941700983,2026-04-28 23:41:17.207972+00:00,2026-04-28 23:45:00.010034+00:00
1000,A1,0.2,2.0,-2.0,LOSS,24.495428941700983,22.495428941700983,2026-04-28 23:41:27.228551+00:00,2026-04-28 23:45:00.008986+00:00
1011,A7,0.32,1.0,2.036875,WIN,22.495428941700983,24.53230394170098,2026-04-29 00:07:19.716221+00:00,2026-04-29 00:10:00.009749+00:00
1015,A5,0.65,6.0,2.9399999999999977,WIN,24.53230394170098,27.47230394170098,2026-04-29 00:12:30.211785+00:00,2026-04-29 00:15:00.008622+00:00
1016,A5,0.67,6.0,2.6713432835820896,WIN,27.47230394170098,30.14364722528307,2026-04-29 00:12:40.233173+00:00,2026-04-29 00:15:00.009229+00:00
1017,A5,0.69,2.0,0.8060869565217397,WIN,30.14364722528307,30.949734181804807,2026-04-29 00:12:50.253611+00:00,2026-04-29 00:15:00.009163999+00:00
1027,A7,0.27,2.0,-2.0,LOSS,30.949734181804807,28.949734181804807,2026-04-29 00:27:51.686541+00:00,2026-04-29 00:30:00.009130999+00:00
1030,A5,0.56,7.0,-7.0,LOSS,28.949734181804807,21.949734181804807,2026-04-29 01:03:05.077220+00:00,2026-04-29 01:05:00.009779999+00:00
1038,A7,0.38,1.0,1.5557894736842108,WIN,21.949734181804807,23.505523655489018,2026-04-29 01:17:26.411537+00:00,2026-04-29 01:20:00.009466+00:00
1045,A3,0.36,2.0,3.3966666666666665,WIN,23.505523655489018,26.902190322155683,2026-04-29 01:26:37.226870+00:00,2026-04-29 01:30:00.010087+00:00
1046,A3,0.35,2.0,3.5514285714285716,WIN,26.902190322155683,30.453618893584256,2026-04-29 01:26:47.251850+00:00,2026-04-29 01:30:00.009218+00:00
1070,A8,0.59,6.0,-6.0,LOSS,30.453618893584256,24.453618893584256,2026-04-29 01:51:59.594448+00:00,2026-04-29 01:55:00.009906+00:00
1074,A8,0.61,5.0,2.941803278688525,WIN,24.453618893584256,27.39542217227278,2026-04-29 01:56:09.971052+00:00,2026-04-29 02:00:00.009810+00:00
1075,A8,0.56,5.0,3.6553571428571416,WIN,27.39542217227278,31.050779315129923,2026-04-29 01:56:50.072410+00:00,2026-04-29 02:00:00.010716+00:00
1080,A8,0.58,6.0,4.026206896551724,WIN,31.050779315129923,35.07698621168164,2026-04-29 02:06:30.986517+00:00,2026-04-29 02:10:00.009938+00:00
1090,A8,0.6,7.0,-7.0,LOSS,35.07698621168164,28.076986211681643,2026-04-29 02:26:32.927785+00:00,2026-04-29 02:30:00.009730+00:00
1091,A7,0.35,2.0,-2.0,LOSS,28.076986211681643,26.076986211681643,2026-04-29 02:27:43.079237+00:00,2026-04-29 02:30:00.010256999+00:00
1092,A7,0.39,2.0,-2.0,LOSS,26.076986211681643,24.076986211681643,2026-04-29 02:37:23.982482+00:00,2026-04-29 02:40:00.009306+00:00
1095,A1,0.23,2.0,-2.0,LOSS,24.076986211681643,22.076986211681643,2026-04-29 02:46:44.790977+00:00,2026-04-29 02:50:00.010495+00:00
1096,A1,0.21,2.0,-2.0,LOSS,22.076986211681643,20.076986211681643,2026-04-29 02:46:54.812639+00:00,2026-04-29 02:50:00.010146+00:00
1100,A3,0.34,2.0,3.7152941176470584,WIN,20.076986211681643,23.7922803293287,2026-04-29 02:51:05.131210+00:00,2026-04-29 02:55:00.009245+00:00
1106,A1,0.23,2.0,6.458260869565217,WIN,23.7922803293287,30.25054119889392,2026-04-29 03:01:05.929303+00:00,2026-04-29 03:05:00.008859+00:00
1107,A1,0.23,2.0,-2.0,LOSS,30.25054119889392,28.25054119889392,2026-04-29 03:06:56.447602+00:00,2026-04-29 03:10:00.009401+00:00
1111,A1,0.17,2.0,-2.0,LOSS,28.25054119889392,26.25054119889392,2026-04-29 03:16:37.263300+00:00,2026-04-29 03:20:00.009649+00:00
1112,A8,0.63,5.0,2.6880952380952374,WIN,26.25054119889392,28.938636436989157,2026-04-29 03:21:07.644385+00:00,2026-04-29 03:25:00.010848+00:00
1113,A8,0.61,5.0,2.941803278688525,WIN,28.938636436989157,31.88043971567768,2026-04-29 03:21:17.666544+00:00,2026-04-29 03:25:00.010616+00:00
1114,A8,0.66,5.0,2.336363636363636,WIN,31.88043971567768,34.21680335204132,2026-04-29 03:21:27.693817+00:00,2026-04-29 03:25:00.011727+00:00
1124,A1,0.15,3.0,-3.0,LOSS,34.21680335204132,31.216803352041318,2026-04-29 03:31:08.584432+00:00,2026-04-29 03:35:00.009835999+00:00
1125,A2,0.17,4.0,-4.0,LOSS,31.216803352041318,27.216803352041318,2026-04-29 03:32:48.807736+00:00,2026-04-29 03:35:00.009229999+00:00
1139,A2,0.19,3.0,12.364736842105264,WIN,27.216803352041318,39.581540194146584,2026-04-29 03:57:01.086643+00:00,2026-04-29 04:00:00.010119+00:00
1141,A7,0.25,2.0,5.78,WIN,39.581540194146584,45.361540194146585,2026-04-29 03:58:21.281422+00:00,2026-04-29 04:00:00.009384+00:00
1142,A1,0.22,4.0,-4.0,LOSS,45.361540194146585,41.361540194146585,2026-04-29 04:16:33.020346+00:00,2026-04-29 04:20:00.010711+00:00
1143,A1,0.16,4.0,-4.0,LOSS,41.361540194146585,37.361540194146585,2026-04-29 04:16:43.044934+00:00,2026-04-29 04:20:00.010098+00:00
1154,A6,0.85,9.0,1.2335294117647049,WIN,37.361540194146585,38.59506960591129,2026-04-29 04:41:05.351118+00:00,2026-04-29 04:45:00.010818+00:00
1155,A6,0.95,9.0,0.1468421052631559,WIN,38.59506960591129,38.741911711174446,2026-04-29 04:41:35.417924+00:00,2026-04-29 04:45:00.013586+00:00
1161,A8,0.61,8.0,-8.0,LOSS,38.741911711174446,30.741911711174446,2026-04-29 04:46:55.962774+00:00,2026-04-29 04:50:00.010532+00:00
1167,A7,0.35,2.0,-2.0,LOSS,30.741911711174446,28.741911711174446,2026-04-29 04:57:06.990614+00:00,2026-04-29 05:00:00.010223+00:00
1175,A7,0.33,2.0,-2.0,LOSS,28.741911711174446,26.741911711174446,2026-04-29 05:12:38.625332+00:00,2026-04-29 05:15:00.010617+00:00
1177,A7,0.31,2.0,-2.0,LOSS,26.741911711174446,24.741911711174446,2026-04-29 05:32:30.671096+00:00,2026-04-29 05:35:00.009987+00:00
1185,A7,0.36,2.0,-2.0,LOSS,24.741911711174446,22.741911711174446,2026-04-29 05:42:51.787796+00:00,2026-04-29 05:45:00.010403+00:00
1187,A8,0.67,5.0,2.2261194029850735,WIN,22.741911711174446,24.96803111415952,2026-04-29 05:46:02.085442+00:00,2026-04-29 05:50:00.011564+00:00
1199,A5,0.59,6.0,3.855254237288136,WIN,24.96803111415952,28.823285351447655,2026-04-29 06:22:05.862501+00:00,2026-04-29 06:25:00.012018999+00:00
1200,A5,0.6,6.0,3.6899999999999995,WIN,28.823285351447655,32.51328535144766,2026-04-29 06:22:25.916069+00:00,2026-04-29 06:25:00.009836+00:00
1204,A8,0.57,7.0,-7.0,LOSS,32.51328535144766,25.513285351447657,2026-04-29 06:31:36.850673+00:00,2026-04-29 06:35:00.009944+00:00
1207,A5,0.59,8.0,-8.0,LOSS,25.513285351447657,17.513285351447657,2026-04-29 06:32:57.037483+00:00,2026-04-29 06:35:00.009500+00:00
1221,A8,0.68,3.0,-3.0,LOSS,17.513285351447657,14.513285351447657,2026-04-29 06:41:37.844434+00:00,2026-04-29 06:45:00.010288+00:00
1222,A8,0.61,3.0,-3.0,LOSS,14.513285351447657,11.513285351447657,2026-04-29 06:41:47.869104+00:00,2026-04-29 06:45:00.010302+00:00
1230,A8,0.68,2.0,0.847647058823529,WIN,11.513285351447657,12.360932410271186,2026-04-29 06:46:38.375300+00:00,2026-04-29 06:50:00.010093+00:00
1231,A8,0.65,2.0,0.9799999999999995,WIN,12.360932410271186,13.340932410271186,2026-04-29 06:46:48.398631+00:00,2026-04-29 06:50:00.011329+00:00
1248,A2,0.23,1.0,-1.0,LOSS,13.340932410271186,12.340932410271186,2026-04-29 07:03:10.176071+00:00,2026-04-29 07:05:00.009788+00:00
1252,A5,0.63,3.0,1.612857142857142,WIN,12.340932410271186,13.953789553128328,2026-04-29 07:07:00.515950+00:00,2026-04-29 07:10:00.010261+00:00
1265,A6,0.94,3.0,0.08170212765957441,WIN,13.953789553128328,14.035491680787903,2026-04-29 07:31:43.138340+00:00,2026-04-29 07:35:00.011018+00:00
1266,A3,0.27,1.0,2.601111111111111,WIN,14.035491680787903,16.636602791899016,2026-04-29 07:36:03.529179+00:00,2026-04-29 07:40:00.009356+00:00
1267,A1,0.16,1.0,5.08375,WIN,16.636602791899016,21.720352791899018,2026-04-29 07:36:13.552698+00:00,2026-04-29 07:40:00.010130+00:00
1268,A8,0.66,3.0,-3.0,LOSS,21.720352791899018,18.720352791899018,2026-04-29 07:36:43.619830+00:00,2026-04-29 07:40:00.011751+00:00
1275,A3,0.3,1.0,2.24,WIN,18.720352791899018,20.96035279189902,2026-04-29 08:01:36.137600+00:00,2026-04-29 08:05:00.011330+00:00
1277,A3,0.27,2.0,-2.0,LOSS,20.96035279189902,18.96035279189902,2026-04-29 08:11:57.249071+00:00,2026-04-29 08:15:00.010346+00:00
1288,A3,0.27,1.0,-1.0,LOSS,18.96035279189902,17.96035279189902,2026-04-29 08:26:08.728425+00:00,2026-04-29 08:30:00.014027+00:00
1289,A3,0.25,1.0,-1.0,LOSS,17.96035279189902,16.96035279189902,2026-04-29 08:26:18.759772+00:00,2026-04-29 08:30:00.012907+00:00
1292,A3,0.27,1.0,-1.0,LOSS,16.96035279189902,15.96035279189902,2026-04-29 08:36:09.834434+00:00,2026-04-29 08:40:00.012802+00:00
1296,A7,0.34,1.0,1.8576470588235292,WIN,15.96035279189902,17.81799985072255,2026-04-29 08:47:41.128254+00:00,2026-04-29 08:50:00.010122+00:00
1298,A7,0.29,1.0,-1.0,LOSS,17.81799985072255,16.81799985072255,2026-04-29 08:48:01.174347+00:00,2026-04-29 08:50:00.011014+00:00
1300,A2,0.23,2.0,-2.0,LOSS,16.81799985072255,14.81799985072255,2026-04-29 08:52:31.649136+00:00,2026-04-29 08:55:00.010801+00:00
1302,A2,0.16,2.0,-2.0,LOSS,14.81799985072255,12.81799985072255,2026-04-29 08:52:51.697682+00:00,2026-04-29 08:55:00.010134999+00:00
1329,A7,0.32,1.0,2.036875,WIN,12.81799985072255,14.85487485072255,2026-04-29 09:22:14.898704+00:00,2026-04-29 09:25:00.009985+00:00
1332,A2,0.16,1.0,-1.0,LOSS,14.85487485072255,13.85487485072255,2026-04-29 09:23:25.090540+00:00,2026-04-29 09:25:00.010049+00:00
1344,A2,0.22,1.0,-1.0,LOSS,13.85487485072255,12.85487485072255,2026-04-29 09:38:06.710067+00:00,2026-04-29 09:40:00.010442+00:00
1356,A4,0.66,3.0,1.4018181818181823,WIN,12.85487485072255,14.256693032540733,2026-04-29 10:18:00.752645+00:00,2026-04-29 10:20:00.012326+00:00
1360,A4,0.63,3.0,1.612857142857142,WIN,14.256693032540733,15.869550175397876,2026-04-29 10:22:31.225271+00:00,2026-04-29 10:25:00.010172+00:00
1370,A2,0.22,1.0,-1.0,LOSS,15.869550175397876,14.869550175397876,2026-04-29 10:57:15.310905+00:00,2026-04-29 11:00:00.009478+00:00
1371,A7,0.32,1.0,-1.0,LOSS,14.869550175397876,13.869550175397876,2026-04-29 10:57:25.330867+00:00,2026-04-29 11:00:00.010386+00:00
1372,A7,0.28,1.0,-1.0,LOSS,13.869550175397876,12.869550175397876,2026-04-29 10:57:35.351270+00:00,2026-04-29 11:00:00.009645+00:00
1377,A8,0.67,2.0,0.8904477611940296,WIN,12.869550175397876,13.759997936591905,2026-04-29 13:31:20.721008+00:00,2026-04-29 13:35:00.012243+00:00
1381,A6,0.84,3.0,0.4521428571428565,WIN,13.759997936591905,14.212140793734761,2026-04-29 13:36:31.301893+00:00,2026-04-29 13:40:00.012099+00:00
1382,A6,0.87,3.0,0.33206896551724085,WIN,14.212140793734761,14.544209759252002,2026-04-29 13:36:41.329120+00:00,2026-04-29 13:40:00.012285+00:00
1387,A4,0.59,3.0,1.927627118644068,WIN,14.544209759252002,16.47183687789607,2026-04-29 13:42:41.915167+00:00,2026-04-29 13:45:00.013982+00:00
1395,A6,0.88,4.0,0.3918181818181825,WIN,16.47183687789607,16.863655059714254,2026-04-29 13:51:02.765090+00:00,2026-04-29 13:55:00.013241+00:00
1396,A6,0.81,4.0,0.7748148148148148,WIN,16.863655059714254,17.63846987452907,2026-04-29 13:51:12.791136+00:00,2026-04-29 13:55:00.013269+00:00
1397,A6,0.82,1.0,0.17902439024390238,WIN,17.63846987452907,17.81749426477297,2026-04-29 13:51:32.840909+00:00,2026-04-29 13:55:00.012310+00:00
1402,A5,0.56,4.0,2.9242857142857135,WIN,17.81749426477297,20.741779979058684,2026-04-29 22:23:05.583147+00:00,2026-04-29 22:25:00.010526+00:00
1403,A7,0.3,1.0,2.24,WIN,20.741779979058684,22.981779979058686,2026-04-30 00:17:31.130918+00:00,2026-04-30 00:20:00.010244+00:00
1407,A3,0.31,2.0,-2.0,LOSS,22.981779979058686,20.981779979058686,2026-04-30 01:31:05.361976+00:00,2026-04-30 01:35:00.011908+00:00
